ROW_ID,ORDER_ID,ORDER_DATE,SHIP_DATE,SHIP_METHOD,CUSTOMER_ID,CUSTOMER_NAME,CUST_CATEGORY,CITY,PROVINCE,COUNTRY,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,SALES,QUANTITY,DISCOUNT,PROFIT
51,CN-202023-2396895,2024-06-19,2024-06-22,二级,薛磊-15985,薛磊,消费者,蛟河,吉林,中国,东北,技术-复印-10003216,技术,复印机,"Hewlett 传真机, 彩色",2999.36,2,0.0,1229.48
52,CN-202023-2396895,2024-06-19,2024-06-22,二级,薛磊-15985,薛磊,消费者,蛟河,吉林,中国,东北,办公用-收纳-10000501,办公用品,收纳具,"Tenex 盘, 工业",510.44,2,0.0,224.56
60,CN-202023-4838467,2024-11-16,2024-11-23,标准级,麦虹-13855,麦虹,公司,西安,陕西,中国,西北,办公用-收纳-10002943,办公用品,收纳具,"Smead 文件车, 蓝色",1198.4,2,0.0,455.28
65,CN-202023-5922906,2024-09-15,2024-09-17,二级,钱伟-21430,钱伟,公司,湛江,广东,中国,中南,技术-设备-10003635,技术,设备,"StarTech 打印机, 耐用",4784.08,4,0.0,382.48
73,CN-202023-2187292,2024-10-26,2024-10-28,二级,孟刚-13180,孟刚,公司,重庆,重庆,中国,西南,技术-电话-10000393,技术,电话,"三星 信号增强器, 全尺寸",1930.32,3,0.0,810.6
74,CN-202023-2187292,2024-10-26,2024-10-28,二级,孟刚-13180,孟刚,公司,重庆,重庆,中国,西南,办公用-信封-10003279,办公用品,信封,"Kraft 邮寄品, 每套 50 个",527.1,3,0.0,47.04
75,CN-202023-2187292,2024-10-26,2024-10-28,二级,孟刚-13180,孟刚,公司,重庆,重庆,中国,西南,技术-电话-10001992,技术,电话,"三星 充电器, 全尺寸",2974.72,1,0.0,594.86
87,CN-202023-3172853,2024-05-28,2024-06-02,二级,熊丽-15805,熊丽,公司,西宁,青海,中国,西北,办公用-标签-10000895,办公用品,标签,"Harbour Creations 有色标签, 可调",302.4,6,0.0,45.36
94,US-202023-4733722,2024-05-21,2024-05-24,二级,顾黎-16360,顾黎明,消费者,盐城,江苏,中国,华东,办公用-用品-10001876,办公用品,用品,"Stiletto 大剪刀, 钢",398.916,3,0.4,-226.464
95,US-202023-4733722,2024-05-21,2024-05-24,二级,顾黎-16360,顾黎明,消费者,盐城,江苏,中国,华东,家具-椅子-10004416,家具,椅子,"Novimex 折叠椅, 每套两件",1182.72,5,0.4,-39.48
96,US-202023-4733722,2024-05-21,2024-05-24,二级,顾黎-16360,顾黎明,消费者,盐城,江苏,中国,华东,办公用-系固-10001646,办公用品,系固件,"OIC 夹子, 整包",276.78,5,0.4,-14.42
97,US-202023-4733722,2024-05-21,2024-05-24,二级,顾黎-16360,顾黎明,消费者,盐城,江苏,中国,华东,办公用-信封-10004907,办公用品,信封,"Ames 局间信封, 银色",665.28,3,0.0,66.36
98,US-202023-4733722,2024-05-21,2024-05-24,二级,顾黎-16360,顾黎明,消费者,盐城,江苏,中国,华东,办公用-美术-10002705,办公用品,美术,"Sanford 荧光笔, 蓝色",29.4,2,0.8,-63.28
99,CN-202023-5834341,2024-11-10,2024-11-14,标准级,马惠-14335,马惠英,公司,南宁,广西,中国,中南,技术-设备-10003039,技术,设备,"爱普生 收据打印机, 耐用",2186.8,4,0.0,612.08
102,CN-202023-3766882,2024-11-14,2024-11-18,标准级,巩松-20680,巩松,小型企业,天津,天津,中国,华北,办公用-用品-10000056,办公用品,用品,"Elite 开信刀, 钢",249.2,2,0.0,122.08
103,CN-202023-3665640,2024-10-23,2024-10-28,二级,孙辉-12625,孙辉,小型企业,天津,天津,中国,华北,办公用-装订-10002223,办公用品,装订机,"Avery 装订机, 回收",185.64,3,0.0,0.0
104,CN-202023-3665640,2024-10-23,2024-10-28,二级,孙辉-12625,孙辉,小型企业,天津,天津,中国,华北,家具-用具-10004678,家具,用具,"Eldon 闹钟, 优质",2315.88,9,0.0,69.3
105,CN-202023-3665640,2024-10-23,2024-10-28,二级,孙辉-12625,孙辉,小型企业,天津,天津,中国,华北,家具-椅子-10003692,家具,椅子,"SAFCO 扶手椅, 红色",2153.34,1,0.0,947.38
110,CN-202023-2328434,2024-09-12,2024-09-15,一级,黄娟-15130,黄娟,消费者,扬州,江苏,中国,华东,办公用-纸张-10003708,办公用品,纸张,"Eaton 计划信息表, 每包 12 个",346.08,3,0.0,17.22
112,CN-202023-5057492,2024-01-28,2024-02-02,二级,韦锦-14950,韦锦,消费者,株洲,湖南,中国,中南,办公用-器具-10003636,办公用品,器具,"KitchenAid 微波炉, 黑色",1445.5,1,0.0,28.84
113,CN-202023-1118317,2024-05-20,2024-05-25,标准级,谭珊-19900,谭珊,消费者,青冈,黑龙江,中国,东北,技术-电话-10003105,技术,电话,"诺基亚 办公室电话机, 整包",913.08,3,0.0,355.74
116,US-202023-4595101,2024-02-21,2024-02-24,二级,马惠-14335,马惠英,公司,仪征,江苏,中国,华东,办公用-美术-10002408,办公用品,美术,"Stanley 铅笔刀, 整包",140.28,6,0.8,-336.84
117,US-202023-4595101,2024-02-21,2024-02-24,二级,马惠-14335,马惠英,公司,仪征,江苏,中国,华东,办公用-装订-10003175,办公用品,装订机,"Avery 装订机, 实惠",108.36,3,0.4,12.6
129,US-202023-2352370,2024-09-11,2024-09-17,标准级,沈聪-11710,沈聪,消费者,沈阳,辽宁,中国,东北,技术-配件-10002905,技术,配件,"Enermax 键盘, 实惠",1402.128,6,0.4,-163.632
130,US-202023-2352370,2024-09-11,2024-09-17,标准级,沈聪-11710,沈聪,消费者,沈阳,辽宁,中国,东北,办公用-装订-10002241,办公用品,装订机,"Cardinal 订书机, 透明",1516.284,11,0.4,-682.836
134,US-202023-4736051,2024-01-17,2024-01-22,二级,杨健-14605,杨健,消费者,肃州,甘肃,中国,西北,办公用-装订-10002836,办公用品,装订机,"Avery 订书机, 回收",551.04,4,0.4,-285.04
139,CN-202023-3211633,2024-04-09,2024-04-10,一级,彭绅-19975,彭绅,公司,长沙,湖南,中国,中南,家具-书架-10001491,家具,书架,"Bush 古典书架, 金属",3846.64,2,0.0,153.72
140,CN-202023-3211633,2024-04-09,2024-04-10,一级,彭绅-19975,彭绅,公司,长沙,湖南,中国,中南,办公用-器具-10000188,办公用品,器具,"KitchenAid 冰箱, 银色",7401.66,3,0.0,2664.48
143,CN-202023-3232413,2024-12-04,2024-12-04,当日,杨健-14605,杨健,消费者,密山,黑龙江,中国,东北,家具-椅子-10002448,家具,椅子,"SAFCO 折叠椅, 红色",799.96,2,0.0,143.92
144,CN-202023-3232413,2024-12-04,2024-12-04,当日,杨健-14605,杨健,消费者,密山,黑龙江,中国,东北,办公用-收纳-10003461,办公用品,收纳具,"Tenex 文件夹, 工业",331.8,3,0.0,0.0
145,CN-202023-3232413,2024-12-04,2024-12-04,当日,杨健-14605,杨健,消费者,密山,黑龙江,中国,东北,办公用-纸张-10001282,办公用品,纸张,"Enermax 笔记本, 每包 12 个",456.96,3,0.0,118.44
146,CN-202023-4680780,2024-07-24,2024-07-31,标准级,陈安-10090,陈安,消费者,临朐,山东,中国,华东,办公用-标签-10001201,办公用品,标签,"Avery 合法证物标签, 红色",156.24,3,0.0,16.8
155,CN-202023-4862116,2024-05-06,2024-05-11,二级,顾丹-11965,顾丹,公司,天津,天津,中国,华北,办公用-用品-10004419,办公用品,用品,"Acme 剪刀, 工业",378.84,3,0.0,75.6
157,CN-202023-4950934,2024-10-29,2024-11-03,标准级,秦宁-18670,秦宁,消费者,四平,吉林,中国,东北,家具-用具-10002002,家具,用具,"Deflect-O 门挡, 优质",595.98,3,0.0,154.56
158,CN-202023-4950934,2024-10-29,2024-11-03,标准级,秦宁-18670,秦宁,消费者,四平,吉林,中国,东北,办公用-系固-10002230,办公用品,系固件,"Stockwell 橡皮筋, 混合尺寸",130.48,2,0.0,54.6
159,CN-202023-2866628,2024-05-14,2024-05-20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,技术-电话-10001136,技术,电话,"思科 耳机, 混合尺寸",2130.1,5,0.0,298.2
160,CN-202023-2866628,2024-05-14,2024-05-20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,办公用-收纳-10003736,办公用品,收纳具,"Rogers 文件夹, 单宽度",716.8,5,0.0,207.2
161,CN-202023-2866628,2024-05-14,2024-05-20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,技术-配件-10000196,技术,配件,"罗技 闪存驱动器, 可编程",298.76,2,0.0,59.64
163,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-系固-10001285,办公用品,系固件,"Stockwell 订书钉, 整包",30.24,1,0.4,3.92
164,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-纸张-10000746,办公用品,纸张,"Eaton 信纸, 优质",1054.2,5,0.0,442.4
165,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-器具-10000224,办公用品,器具,"Breville 咖啡研磨机, 银色",350.616,2,0.4,-181.384
166,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-收纳-10000871,办公用品,收纳具,"Eldon 盒, 工业",250.6,5,0.0,47.6
167,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-器具-10002081,办公用品,器具,"Hamilton Beach 炉灶, 白色",7566.72,5,0.4,-2270.38
168,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,技术-设备-10003561,技术,设备,"松下 收据打印机, 白色",1002.204,3,0.4,-651.756
169,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,技术-电话-10000045,技术,电话,"苹果 信号增强器, 混合尺寸",781.2,2,0.4,-39.2
170,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,家具-用具-10003781,家具,用具,"Eldon 分层置放架, 耐用",319.536,4,0.4,-53.424
171,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,家具-椅子-10002020,家具,椅子,"Novimex 沙滩椅, 红色",386.064,3,0.4,-0.336
172,CN-202023-3381572,2024-05-11,2024-05-11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-装订-10002552,办公用品,装订机,"Wilson Jones 装订机, 回收",74.928,2,0.4,-5.152
175,CN-202023-5816959,2024-02-11,2024-02-16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-标签-10002697,办公用品,标签,"Smead 运输标签, 红色",53.34,1,0.0,23.38
176,CN-202023-5816959,2024-02-11,2024-02-16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-信封-10000396,办公用品,信封,"Ames 商业信封, 每套 50 个",204.96,3,0.0,24.36
177,CN-202023-5816959,2024-02-11,2024-02-16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-装订-10002580,办公用品,装订机,"Wilson Jones 订书机, 透明",1084.608,8,0.4,-289.632
179,CN-202023-3122639,2024-05-08,2024-05-11,一级,曾惠-14485,曾惠,公司,浯溪,湖南,中国,中南,技术-配件-10000680,技术,配件,"贝尔金 记忆卡, 耐用",1610.28,3,0.0,418.32
180,CN-202023-3122639,2024-05-08,2024-05-11,一级,曾惠-14485,曾惠,公司,浯溪,湖南,中国,中南,家具-桌子-10001653,家具,桌子,"Barricks 圆桌, 长方形",6987.12,4,0.25,-2236.08
183,US-202023-5448418,2024-09-11,2024-09-16,标准级,严诚-11395,严诚,公司,鞍山,辽宁,中国,东北,办公用-器具-10004796,办公用品,器具,"Cuisinart 咖啡研磨机, 白色",514.5,5,0.4,-51.8
184,US-202023-5448418,2024-09-11,2024-09-16,标准级,严诚-11395,严诚,公司,鞍山,辽宁,中国,东北,技术-电话-10003828,技术,电话,"摩托罗拉 充电器, 混合尺寸",5422.536,3,0.4,-2530.584
185,CN-202023-3022026,2024-06-19,2024-06-23,标准级,姚柏-19015,姚柏,消费者,深圳,广东,中国,中南,办公用-系固-10004057,办公用品,系固件,"OIC 夹子, 每包 12 个",268.8,3,0.0,104.58
200,US-202023-3405401,2024-05-13,2024-05-18,标准级,万刚-13195,万刚,公司,武汉,湖北,中国,中南,技术-配件-10001327,技术,配件,"Enermax 记忆卡, 实惠",1281.168,4,0.4,-256.592
205,CN-202023-1628412,2024-04-29,2024-05-01,二级,常盛-20305,常盛,消费者,上海,上海,中国,华东,办公用-装订-10000416,办公用品,装订机,"Acco 订书机, 耐用",490.84,2,0.0,132.44
206,CN-202023-2828219,2024-05-22,2024-05-26,标准级,周诚-11275,周诚,公司,集宁,内蒙古,中国,华北,办公用-纸张-10002428,办公用品,纸张,"施乐 信纸, 多色",1515.08,7,0.0,727.16
207,CN-202023-2828219,2024-05-22,2024-05-26,标准级,周诚-11275,周诚,公司,集宁,内蒙古,中国,华北,技术-电话-10003187,技术,电话,"诺基亚 充电器, 混合尺寸",8944.74,5,0.4,1043.14
233,CN-202023-4159546,2024-07-21,2024-07-23,一级,洪梦-18205,洪梦,公司,重庆,重庆,中国,西南,技术-配件-10000138,技术,配件,"贝尔金 鼠标, 可编程",1181.88,6,0.0,94.08
234,CN-202023-4159546,2024-07-21,2024-07-23,一级,洪梦-18205,洪梦,公司,重庆,重庆,中国,西南,办公用-装订-10000048,办公用品,装订机,"Acco 标签, 回收",83.44,2,0.0,10.64
235,CN-202023-4159546,2024-07-21,2024-07-23,一级,洪梦-18205,洪梦,公司,重庆,重庆,中国,西南,技术-电话-10002323,技术,电话,"诺基亚 充电器, 整包",14843.5,5,0.0,4897.9
241,US-202023-3189070,2024-08-05,2024-08-09,标准级,范彩-10615,范彩,公司,丹东,辽宁,中国,东北,办公用-器具-10004864,办公用品,器具,"Hoover 炉灶, 红色",3183.432,2,0.4,-1326.528
253,CN-202023-2577941,2024-10-05,2024-10-08,一级,唐安-10240,唐安,消费者,南昌,江西,中国,华东,技术-设备-10003739,技术,设备,"松下 打印机, 白色",3708.6,3,0.0,1483.44
254,CN-202023-2577941,2024-10-05,2024-10-08,一级,唐安-10240,唐安,消费者,南昌,江西,中国,华东,技术-配件-10001134,技术,配件,"Enermax 鼠标, 回收",355.6,2,0.0,7.0
269,US-202023-2998954,2024-03-25,2024-03-27,二级,赖芳-12715,赖芳茵,公司,扬州,江苏,中国,华东,家具-用具-10001374,家具,用具,"Deflect-O 闹钟, 优质",274.008,2,0.4,-109.872
272,CN-202023-1267778,2024-10-14,2024-10-18,标准级,邓康-15430,邓康,消费者,北京,北京,中国,华北,办公用-系固-10002642,办公用品,系固件,"Stockwell 夹子, 整包",175.84,2,0.0,15.68
273,CN-202023-1267778,2024-10-14,2024-10-18,标准级,邓康-15430,邓康,消费者,北京,北京,中国,华北,家具-书架-10002334,家具,书架,"宜家 古典书架, 金属",3837.96,2,0.0,268.52
274,CN-202023-4571372,2024-12-01,2024-12-07,标准级,钱幂-18070,钱幂,小型企业,上海,上海,中国,华东,家具-椅子-10003809,家具,椅子,"Office Star 摇椅, 红色",657.58,1,0.0,39.34
275,CN-202023-4571372,2024-12-01,2024-12-07,标准级,钱幂-18070,钱幂,小型企业,上海,上海,中国,华东,办公用-标签-10002541,办公用品,标签,"Harbour Creations 运输标签, 可调",131.04,3,0.0,18.06
282,CN-202023-1574908,2024-09-17,2024-09-19,一级,吕欢-14140,吕欢悦,小型企业,金华,浙江,中国,华东,办公用-器具-10001804,办公用品,器具,"Hamilton Beach 微波炉, 银色",1586.256,2,0.4,105.616
283,CN-202023-1574908,2024-09-17,2024-09-19,一级,吕欢-14140,吕欢悦,小型企业,金华,浙江,中国,华东,办公用-收纳-10003464,办公用品,收纳具,"Rogers 盘, 金属",567.0,2,0.0,243.6
284,CN-202023-1574908,2024-09-17,2024-09-19,一级,吕欢-14140,吕欢悦,小型企业,金华,浙江,中国,华东,家具-椅子-10002168,家具,椅子,"Hon 凳子, 黑色",451.416,1,0.4,-293.524
285,CN-202023-1574908,2024-09-17,2024-09-19,一级,吕欢-14140,吕欢悦,小型企业,金华,浙江,中国,华东,家具-椅子-10004390,家具,椅子,"SAFCO 扶手椅, 每套两件",2596.608,2,0.4,302.848
286,CN-202023-1574908,2024-09-17,2024-09-19,一级,吕欢-14140,吕欢悦,小型企业,金华,浙江,中国,华东,家具-书架-10000904,家具,书架,"宜家 书架, 传统",1716.12,5,0.4,-829.78
298,CN-202023-3361827,2024-09-15,2024-09-17,一级,付涛-21160,付涛,公司,榆林,陕西,中国,西北,办公用-收纳-10004131,办公用品,收纳具,"Rogers 文件夹, 金属",555.52,4,0.0,205.52
299,CN-202023-2693856,2024-09-08,2024-09-10,一级,涂辉-12655,涂辉,小型企业,宜春,江西,中国,华东,办公用-器具-10000912,办公用品,器具,"Hamilton Beach 冰箱, 黑色",6993.84,3,0.0,209.58
310,US-202023-1947265,2024-11-04,2024-11-10,标准级,俞毅-12520,俞毅,消费者,沈阳,辽宁,中国,东北,家具-椅子-10004563,家具,椅子,"Office Star 沙滩椅, 可调",162.204,1,0.4,-45.976
311,CN-202023-2883758,2024-03-27,2024-03-31,标准级,秦诚-11245,秦诚,公司,哈尔滨,黑龙江,中国,东北,技术-配件-10000783,技术,配件,"罗技 键盘, 回收",983.64,3,0.0,245.7
312,CN-202023-2883758,2024-03-27,2024-03-31,标准级,秦诚-11245,秦诚,公司,哈尔滨,黑龙江,中国,东北,办公用-装订-10002707,办公用品,装订机,"Ibico 标签, 耐用",145.74,3,0.0,28.98
313,CN-202023-2075002,2024-04-15,2024-04-19,二级,潘舟-11440,潘舟,消费者,黄山,安徽,中国,华东,家具-书架-10001901,家具,书架,"Sauder 搁架, 传统",2724.12,3,0.0,326.76
314,CN-202023-3184596,2024-12-01,2024-12-07,标准级,卢芳-12775,卢芳,消费者,邢台,河北,中国,华北,办公用-信封-10002118,办公用品,信封,"Kraft 局间信封, 红色",706.44,3,0.0,77.7
315,CN-202023-3184596,2024-12-01,2024-12-07,标准级,卢芳-12775,卢芳,消费者,邢台,河北,中国,华北,办公用-用品-10003397,办公用品,用品,"Acme 开信刀, 钢",967.26,7,0.0,105.84
316,CN-202023-3184596,2024-12-01,2024-12-07,标准级,卢芳-12775,卢芳,消费者,邢台,河北,中国,华北,办公用-标签-10004164,办公用品,标签,"Hon 文件夹标签, 可调",274.68,9,0.0,40.32
320,CN-202023-1501002,2024-07-31,2024-08-05,二级,李彩-10675,李彩,消费者,邯郸,河北,中国,华北,办公用-纸张-10004049,办公用品,纸张,"SanDisk 笔记本, 每包 12 个",633.92,4,0.0,151.76
321,CN-202023-1501002,2024-07-31,2024-08-05,二级,李彩-10675,李彩,消费者,邯郸,河北,中国,华北,办公用-收纳-10001617,办公用品,收纳具,"Tenex 锁柜, 金属",1896.72,2,0.0,948.36
322,CN-202023-1501002,2024-07-31,2024-08-05,二级,李彩-10675,李彩,消费者,邯郸,河北,中国,华北,家具-书架-10002251,家具,书架,"Sauder 书架, 传统",1370.32,2,0.0,465.64
323,CN-202023-1501002,2024-07-31,2024-08-05,二级,李彩-10675,李彩,消费者,邯郸,河北,中国,华北,办公用-装订-10002115,办公用品,装订机,"Acco 打孔机, 实惠",702.8,5,0.0,21.0
324,CN-202023-1501002,2024-07-31,2024-08-05,二级,李彩-10675,李彩,消费者,邯郸,河北,中国,华北,办公用-信封-10004907,办公用品,信封,"Ames 局间信封, 银色",1995.84,9,0.0,199.08
327,CN-202023-4833083,2024-05-25,2024-05-30,二级,巩荣-19735,巩荣,消费者,北京,北京,中国,华北,办公用-纸张-10004354,办公用品,纸张,"Enermax 笔记本, 多色",837.48,6,0.0,409.92
328,CN-202023-1108121,2024-01-20,2024-01-25,二级,孙斯-21010,孙斯云,消费者,宜昌,湖北,中国,中南,办公用-纸张-10003967,办公用品,纸张,"Green Bar 羊皮纸, 多色",337.68,4,0.0,16.8
329,CN-202023-3184596,2024-04-02,2024-04-08,标准级,徐丽-17395,徐丽丽,公司,白城,吉林,中国,东北,办公用-系固-10002857,办公用品,系固件,"Advantus 橡皮筋, 整包",696.78,9,0.0,229.32
348,US-202023-5835982,2024-11-19,2024-11-21,一级,袁德-12115,袁德,消费者,凤城,辽宁,中国,东北,家具-书架-10001860,家具,书架,"Safco 搁架, 传统",1652.616,3,0.4,-523.404
349,US-202023-5835982,2024-11-19,2024-11-21,一级,袁德-12115,袁德,消费者,凤城,辽宁,中国,东北,技术-设备-10001951,技术,设备,"StarTech 喷墨打印机, 多色",1689.912,2,0.4,-760.648
362,CN-202023-2102819,2024-10-14,2024-10-18,标准级,刘明-18295,刘明,公司,青州,山东,中国,华东,办公用-标签-10004577,办公用品,标签,"Novimex 可去除的标签, 耐用",239.4,5,0.0,30.8
367,CN-202023-4800042,2024-05-13,2024-05-18,二级,白忠-11515,白忠,消费者,南昌,江西,中国,华东,办公用-系固-10000958,办公用品,系固件,"Stockwell 回形针, 每包 12 个",60.34,1,0.0,2.38
368,US-202023-2513055,2024-10-08,2024-10-12,标准级,邢宁-18715,邢宁,公司,沈阳,辽宁,中国,东北,办公用-器具-10004829,办公用品,器具,"Breville 微波炉, 银色",5081.328,6,0.4,-2795.352
369,US-202023-2513055,2024-10-08,2024-10-12,标准级,邢宁-18715,邢宁,公司,沈阳,辽宁,中国,东北,办公用-装订-10001101,办公用品,装订机,"Avery 订书机, 耐用",1127.616,8,0.4,-75.264
370,US-202023-2513055,2024-10-08,2024-10-12,标准级,邢宁-18715,邢宁,公司,沈阳,辽宁,中国,东北,办公用-信封-10002782,办公用品,信封,"Kraft 搭扣信封, 每套 50 个",168.0,4,0.0,13.44
371,US-202023-2513055,2024-10-08,2024-10-12,标准级,邢宁-18715,邢宁,公司,沈阳,辽宁,中国,东北,办公用-信封-10001989,办公用品,信封,"Jiffy 外皮和封条, 回收",175.56,2,0.0,17.36
380,US-202023-5444149,2024-07-22,2024-07-26,标准级,曹丽-15940,曹丽,小型企业,杭州,浙江,中国,华东,办公用-系固-10004954,办公用品,系固件,"Stockwell 按钉, 混合尺寸",165.48,5,0.4,-24.92
388,CN-202023-3132230,2024-09-11,2024-09-15,标准级,封乐-17740,封乐,消费者,钦州,广西,中国,中南,家具-用具-10000470,家具,用具,"Advantus 框架, 优质",2048.48,4,0.0,675.92
389,CN-202023-3132230,2024-09-11,2024-09-15,标准级,封乐-17740,封乐,消费者,钦州,广西,中国,中南,办公用-收纳-10004393,办公用品,收纳具,"Rogers 文件车, 金属",8533.98,13,0.0,1108.38
390,CN-202023-3132230,2024-09-11,2024-09-15,标准级,封乐-17740,封乐,消费者,钦州,广西,中国,中南,办公用-装订-10003269,办公用品,装订机,"Wilson Jones 标签, 透明",55.16,2,0.0,5.88
391,CN-202023-1516102,2024-12-21,2024-12-22,一级,苏冬-12430,苏冬露,小型企业,铁力,黑龙江,中国,东北,办公用-收纳-10000198,办公用品,收纳具,"Rogers 盒, 工业",342.3,3,0.0,95.76
392,CN-202023-1516102,2024-12-21,2024-12-22,一级,苏冬-12430,苏冬露,小型企业,铁力,黑龙江,中国,东北,家具-椅子-10004774,家具,椅子,"SAFCO 摇椅, 可调",1282.4,2,0.0,487.2
400,CN-202023-2098822,2024-08-06,2024-08-11,二级,陈惠-14290,陈惠英,小型企业,佳木斯,黑龙江,中国,东北,办公用-美术-10000757,办公用品,美术,"Boston 记号笔, 混合尺寸",772.24,7,0.2,96.04
401,CN-202023-2098822,2024-08-06,2024-08-11,二级,陈惠-14290,陈惠英,小型企业,佳木斯,黑龙江,中国,东北,办公用-器具-10000663,办公用品,器具,"Hamilton Beach 微波炉, 白色",11787.3,9,0.0,2239.02
